test_date,county,new_positives,total_number_of_tests,region_orig
2022-02-10,New York,353,27677,New York City
2022-02-09,New York,558,29322,New York City
2022-02-08,New York,485,19745,New York City
2022-02-07,New York,381,12543,New York City
2022-02-06,New York,266,12028,New York City
2022-02-05,New York,382,21361,New York City
2022-02-04,New York,537,26829,New York City
2022-02-03,New York,628,23926,New York City
2022-02-02,New York,720,28216,New York City
2022-02-01,New York,918,27513,New York City
2022-01-31,New York,596,17877,New York City
2022-01-30,New York,309,9610,New York City
2022-01-29,New York,602,21638,New York City
2022-01-28,New York,877,28632,New York City
2022-01-27,New York,971,28567,New York City
2022-01-26,New York,1190,30419,New York City
2022-01-25,New York,1193,25983,New York City
2022-01-24,New York,722,14769,New York City
2022-01-23,New York,860,13979,New York City
2022-01-22,New York,2174,39390,New York City
2022-01-21,New York,3602,47029,New York City
2022-01-20,New York,2525,41026,New York City
2022-01-19,New York,3013,37340,New York City
2022-01-18,New York,2344,25541,New York City
2022-01-17,New York,1874,20586,New York City
2022-01-16,New York,2208,21623,New York City
2022-01-15,New York,5020,53554,New York City
2022-01-14,New York,3597,33583,New York City
2022-01-13,New York,3116,29180,New York City
2022-01-12,New York,4927,36547,New York City
2022-01-11,New York,5329,37478,New York City
2022-01-10,New York,4512,31189,New York City
2022-01-09,New York,5783,37888,New York City
2022-01-08,New York,6913,48731,New York City
2022-01-07,New York,8762,56739,New York City
2022-01-06,New York,7302,41064,New York City
2022-01-05,New York,8200,44435,New York City
2022-01-04,New York,7008,39269,New York City
2022-01-03,New York,5344,35288,New York City
2022-01-02,New York,4503,24176,New York City
2022-01-01,New York,6101,32914,New York City
2021-12-31,New York,8220,45861,New York City
2021-12-30,New York,7275,39418,New York City
2021-12-29,New York,8112,40715,New York City
2021-12-28,New York,8086,41682,New York City
2021-12-27,New York,5372,30732,New York City
2021-12-26,New York,3201,24688,New York City
2021-12-25,New York,5669,41547,New York City
2021-12-24,New York,7299,69396,New York City
2021-12-23,New York,7401,62350,New York City
2021-12-22,New York,5788,53261,New York City
2021-12-21,New York,4701,50186,New York City
2021-12-20,New York,4161,44836,New York City
2021-12-19,New York,5681,66122,New York City
2021-12-18,New York,3763,42313,New York City
2021-12-17,New York,3768,44475,New York City
2021-12-16,New York,3514,44523,New York City
2021-12-15,New York,2615,47498,New York City
2021-12-14,New York,1507,38368,New York City
2021-12-13,New York,686,19899,New York City
2021-12-12,New York,810,24878,New York City
2021-12-11,New York,923,33889,New York City
2021-12-10,New York,952,36151,New York City
2021-12-09,New York,739,37673,New York City
2021-12-08,New York,697,34923,New York City
2021-12-07,New York,556,34250,New York City
2021-12-06,New York,362,18053,New York City
2021-12-05,New York,239,14532,New York City
2021-12-04,New York,488,31145,New York City
2021-12-03,New York,437,28501,New York City
2021-12-02,New York,393,27890,New York City
2021-12-01,New York,510,31626,New York City
2021-11-30,New York,369,21323,New York City
2021-11-29,New York,265,16744,New York City
2021-11-28,New York,229,10728,New York City
2021-11-27,New York,322,19034,New York City
2021-11-26,New York,211,10077,New York City
2021-11-25,New York,271,25564,New York City
2021-11-24,New York,329,33060,New York City
2021-11-23,New York,287,21920,New York City
2021-11-22,New York,264,19459,New York City
2021-11-21,New York,259,16399,New York City
2021-11-20,New York,350,25331,New York City
2021-11-19,New York,333,25956,New York City
2021-11-18,New York,326,27438,New York City
2021-11-17,New York,298,27601,New York City
2021-11-16,New York,251,18448,New York City
2021-11-15,New York,174,13522,New York City
2021-11-14,New York,213,13738,New York City
2021-11-13,New York,195,20025,New York City
2021-11-12,New York,311,29241,New York City
2021-11-11,New York,257,25040,New York City
2021-11-10,New York,259,26972,New York City
2021-11-09,New York,221,17479,New York City
2021-11-08,New York,157,11745,New York City
2021-11-07,New York,157,12254,New York City
2021-11-06,New York,217,23387,New York City
2021-11-05,New York,258,25100,New York City
2021-11-04,New York,191,20756,New York City
2021-11-03,New York,188,25749,New York City
2021-11-02,New York,120,18060,New York City
2021-11-01,New York,105,13607,New York City
2021-10-31,New York,115,12489,New York City
2021-10-30,New York,161,23024,New York City
2021-10-29,New York,183,23833,New York City
2021-10-28,New York,141,28544,New York City
2021-10-27,New York,235,25964,New York City
2021-10-26,New York,139,16952,New York City
2021-10-25,New York,103,13849,New York City
2021-10-24,New York,155,14447,New York City
2021-10-23,New York,143,23500,New York City
2021-10-22,New York,166,23654,New York City
2021-10-21,New York,132,27068,New York City
2021-10-20,New York,188,27632,New York City
2021-10-19,New York,152,21469,New York City
2021-10-18,New York,174,15814,New York City
2021-10-17,New York,101,14570,New York City
2021-10-16,New York,184,24756,New York City
2021-10-15,New York,250,26539,New York City
2021-10-14,New York,261,28529,New York City
2021-10-13,New York,211,24883,New York City
2021-10-12,New York,173,18792,New York City
2021-10-11,New York,160,13216,New York City
2021-10-10,New York,240,26134,New York City
2021-10-09,New York,130,11487,New York City
2021-10-08,New York,231,26010,New York City
2021-10-07,New York,247,28683,New York City
2021-10-06,New York,268,29674,New York City
2021-10-05,New York,213,19857,New York City
2021-10-04,New York,204,17305,New York City
2021-10-03,New York,213,15391,New York City
2021-10-02,New York,195,22367,New York City
2021-10-01,New York,268,26894,New York City
2021-09-30,New York,259,26240,New York City
2021-09-29,New York,258,30525,New York City
2021-09-28,New York,259,22666,New York City
2021-09-27,New York,251,15506,New York City
2021-09-26,New York,207,17347,New York City
2021-09-25,New York,262,23771,New York City
2021-09-24,New York,298,24149,New York City
2021-09-23,New York,328,27309,New York City
2021-09-22,New York,335,27898,New York City
2021-09-21,New York,296,22919,New York City
2021-09-20,New York,285,16937,New York City
2021-09-19,New York,232,14506,New York City
2021-09-18,New York,382,26077,New York City
2021-09-17,New York,473,30048,New York City
2021-09-16,New York,386,28442,New York City
2021-09-15,New York,456,27062,New York City
2021-09-14,New York,285,21080,New York City
2021-09-13,New York,255,15477,New York City
2021-09-12,New York,282,14053,New York City
2021-09-11,New York,370,25209,New York City
2021-09-10,New York,508,32934,New York City
2021-09-09,New York,452,27821,New York City
2021-09-08,New York,342,24709,New York City
2021-09-07,New York,244,14775,New York City
2021-09-06,New York,156,11636,New York City
2021-09-05,New York,225,13300,New York City
2021-09-04,New York,320,20604,New York City
2021-09-03,New York,302,18970,New York City
2021-09-02,New York,460,21966,New York City
2021-09-01,New York,322,20951,New York City
2021-08-31,New York,318,16733,New York City
2021-08-30,New York,274,11031,New York City
2021-08-29,New York,262,12947,New York City
2021-08-28,New York,311,20976,New York City
2021-08-27,New York,436,21382,New York City
2021-08-26,New York,441,21482,New York City
2021-08-25,New York,405,19665,New York City
2021-08-24,New York,386,18463,New York City
2021-08-23,New York,254,12701,New York City
2021-08-22,New York,267,12373,New York City
2021-08-21,New York,375,18401,New York City
2021-08-20,New York,385,20641,New York City
2021-08-19,New York,394,20440,New York City
2021-08-18,New York,416,22318,New York City
2021-08-17,New York,433,20346,New York City
2021-08-16,New York,274,10833,New York City
2021-08-15,New York,337,12330,New York City
2021-08-14,New York,687,38276,New York City
2021-08-13,New York,446,23697,New York City
2021-08-12,New York,380,18130,New York City
2021-08-11,New York,415,19412,New York City
2021-08-10,New York,339,16479,New York City
2021-08-09,New York,250,12764,New York City
2021-08-08,New York,385,15797,New York City
2021-08-07,New York,335,15423,New York City
2021-08-06,New York,373,18279,New York City
2021-08-05,New York,389,18729,New York City
2021-08-04,New York,437,18404,New York City
2021-08-03,New York,320,18044,New York City
2021-08-02,New York,265,10504,New York City
2021-08-01,New York,233,9259,New York City
2021-07-31,New York,256,12409,New York City
2021-07-30,New York,332,18101,New York City
2021-07-29,New York,269,15520,New York City
2021-07-28,New York,286,14403,New York City
2021-07-27,New York,253,11925,New York City
2021-07-26,New York,178,9462,New York City
2021-07-25,New York,177,7177,New York City
2021-07-24,New York,214,12056,New York City
2021-07-23,New York,279,15185,New York City
2021-07-22,New York,233,16373,New York City
2021-07-21,New York,225,13798,New York City
2021-07-20,New York,196,12383,New York City
2021-07-19,New York,120,9364,New York City
2021-07-18,New York,94,6141,New York City
2021-07-17,New York,158,9993,New York City
2021-07-16,New York,187,13239,New York City
2021-07-15,New York,137,11682,New York City
2021-07-14,New York,107,11249,New York City
2021-07-13,New York,87,10940,New York City
2021-07-12,New York,60,6347,New York City
2021-07-11,New York,76,5798,New York City
2021-07-10,New York,88,8859,New York City
2021-07-09,New York,86,10584,New York City
2021-07-08,New York,74,11558,New York City
2021-07-07,New York,91,14600,New York City
2021-07-06,New York,47,5403,New York City
2021-07-05,New York,22,3528,New York City
2021-07-04,New York,54,5171,New York City
2021-07-03,New York,71,9107,New York City
2021-07-02,New York,34,9886,New York City
2021-07-01,New York,68,10444,New York City
2021-06-30,New York,31,10772,New York City
2021-06-29,New York,44,9851,New York City
2021-06-28,New York,24,6112,New York City
2021-06-27,New York,25,5751,New York City
2021-06-26,New York,40,10285,New York City
2021-06-25,New York,43,11822,New York City
2021-06-24,New York,38,12737,New York City
2021-06-23,New York,30,13438,New York City
2021-06-22,New York,27,10162,New York City
2021-06-21,New York,21,5956,New York City
2021-06-20,New York,21,6404,New York City
2021-06-19,New York,25,10839,New York City
2021-06-18,New York,37,12426,New York City
2021-06-17,New York,30,12336,New York City
2021-06-16,New York,38,13698,New York City
2021-06-15,New York,27,10236,New York City
2021-06-14,New York,28,6203,New York City
2021-06-13,New York,32,7069,New York City
2021-06-12,New York,35,12137,New York City
2021-06-11,New York,50,16486,New York City
2021-06-10,New York,35,13322,New York City
2021-06-09,New York,32,15597,New York City
2021-06-08,New York,33,11529,New York City
2021-06-07,New York,37,6967,New York City
2021-06-06,New York,27,6919,New York City
2021-06-05,New York,34,13220,New York City
2021-06-04,New York,43,15631,New York City
2021-06-03,New York,68,21422,New York City
2021-06-02,New York,32,12597,New York City
2021-06-01,New York,20,5654,New York City
2021-05-31,New York,24,5100,New York City
2021-05-30,New York,32,7011,New York City
2021-05-29,New York,34,12986,New York City
2021-05-28,New York,58,16042,New York City
2021-05-27,New York,57,16996,New York City
2021-05-26,New York,65,18262,New York City
2021-05-25,New York,45,13747,New York City
2021-05-24,New York,27,7849,New York City
2021-05-23,New York,45,8585,New York City
2021-05-22,New York,67,16424,New York City
2021-05-21,New York,74,17632,New York City
2021-05-20,New York,67,18463,New York City
2021-05-19,New York,92,19593,New York City
2021-05-18,New York,60,13375,New York City
2021-05-17,New York,42,8464,New York City
2021-05-16,New York,56,9964,New York City
2021-05-15,New York,93,16183,New York City
2021-05-14,New York,104,19617,New York City
2021-05-13,New York,124,21658,New York City
2021-05-12,New York,93,20020,New York City
2021-05-11,New York,108,15621,New York City
2021-05-10,New York,69,8347,New York City
2021-05-09,New York,77,9946,New York City
2021-05-08,New York,104,18984,New York City
2021-05-07,New York,193,25750,New York City
2021-05-06,New York,119,19835,New York City
2021-05-05,New York,158,20532,New York City
2021-05-04,New York,120,14786,New York City
2021-05-03,New York,92,7834,New York City
2021-05-02,New York,101,11222,New York City
2021-05-01,New York,173,18920,New York City
2021-04-30,New York,237,23962,New York City
2021-04-29,New York,205,22907,New York City
2021-04-28,New York,210,22826,New York City
2021-04-27,New York,181,14492,New York City
2021-04-26,New York,160,7483,New York City
2021-04-25,New York,130,10912,New York City
2021-04-24,New York,252,22796,New York City
2021-04-23,New York,224,23233,New York City
2021-04-22,New York,288,27008,New York City
2021-04-21,New York,264,21520,New York City
2021-04-20,New York,282,18474,New York City
2021-04-19,New York,209,9389,New York City
2021-04-18,New York,255,13841,New York City
2021-04-17,New York,401,24448,New York City
2021-04-16,New York,567,30977,New York City
2021-04-15,New York,541,22409,New York City
2021-04-14,New York,403,22079,New York City
2021-04-13,New York,329,18271,New York City
2021-04-12,New York,274,10902,New York City
2021-04-11,New York,293,12820,New York City
2021-04-10,New York,475,24480,New York City
2021-04-09,New York,530,26594,New York City
2021-04-08,New York,666,29351,New York City
2021-04-07,New York,604,27589,New York City
2021-04-06,New York,527,20306,New York City
2021-04-05,New York,370,10706,New York City
2021-04-04,New York,465,16263,New York City
2021-04-03,New York,592,24384,New York City
2021-04-02,New York,603,23011,New York City
2021-04-01,New York,636,27072,New York City
2021-03-31,New York,657,24514,New York City
2021-03-30,New York,604,18437,New York City
2021-03-29,New York,488,12858,New York City
2021-03-28,New York,619,17705,New York City
2021-03-27,New York,760,24724,New York City
2021-03-26,New York,662,25258,New York City
2021-03-25,New York,649,26648,New York City
2021-03-24,New York,595,25901,New York City
2021-03-23,New York,631,17375,New York City
2021-03-22,New York,451,12680,New York City
2021-03-21,New York,519,15157,New York City
2021-03-20,New York,672,23551,New York City
2021-03-19,New York,657,27758,New York City
2021-03-18,New York,690,29754,New York City
2021-03-17,New York,661,32196,New York City
2021-03-16,New York,834,24715,New York City
2021-03-15,New York,389,14301,New York City
2021-03-14,New York,458,12151,New York City
2021-03-13,New York,524,22492,New York City
2021-03-12,New York,522,21329,New York City
2021-03-11,New York,808,30333,New York City
2021-03-10,New York,563,21993,New York City
2021-03-09,New York,575,18349,New York City
2021-03-08,New York,562,16594,New York City
2021-03-07,New York,418,19098,New York City
2021-03-06,New York,544,20887,New York City
2021-03-05,New York,721,30399,New York City
2021-03-04,New York,805,30981,New York City
2021-03-03,New York,624,26828,New York City
2021-03-02,New York,644,21218,New York City
2021-03-01,New York,419,11190,New York City
2021-02-28,New York,566,19262,New York City
2021-02-27,New York,647,29296,New York City
2021-02-26,New York,693,31224,New York City
2021-02-25,New York,723,30870,New York City
2021-02-24,New York,711,26102,New York City
2021-02-23,New York,456,19444,New York City
2021-02-22,New York,519,14566,New York City
2021-02-21,New York,547,15921,New York City
2021-02-20,New York,540,25071,New York City
2021-02-19,New York,699,23897,New York City
2021-02-18,New York,785,26028,New York City
2021-02-17,New York,532,19479,New York City
2021-02-16,New York,422,16332,New York City
2021-02-15,New York,517,13207,New York City
2021-02-14,New York,516,19306,New York City
2021-02-13,New York,689,25380,New York City
2021-02-12,New York,764,26599,New York City
2021-02-11,New York,645,27346,New York City
2021-02-10,New York,689,29504,New York City
2021-02-09,New York,531,15697,New York City
2021-02-08,New York,555,14620,New York City
2021-02-07,New York,656,22439,New York City
2021-02-06,New York,826,29701,New York City
2021-02-05,New York,872,25765,New York City
2021-02-04,New York,688,16496,New York City
2021-02-03,New York,508,14765,New York City
2021-02-02,New York,381,10959,New York City
2021-02-01,New York,567,13091,New York City
2021-01-31,New York,632,19838,New York City
2021-01-30,New York,776,24445,New York City
2021-01-29,New York,903,30440,New York City
2021-01-28,New York,883,29001,New York City
2021-01-27,New York,923,26040,New York City
2021-01-26,New York,686,20554,New York City
2021-01-25,New York,850,18151,New York City
2021-01-24,New York,916,24684,New York City
2021-01-23,New York,814,28900,New York City
2021-01-22,New York,856,28276,New York City
2021-01-21,New York,932,28980,New York City
2021-01-20,New York,717,18234,New York City
2021-01-19,New York,722,14336,New York City
2021-01-18,New York,688,16539,New York City
2021-01-17,New York,671,19218,New York City
2021-01-16,New York,870,27827,New York City
2021-01-15,New York,997,29886,New York City
2021-01-14,New York,1066,32603,New York City
2021-01-13,New York,796,22169,New York City
2021-01-12,New York,754,16902,New York City
2021-01-11,New York,793,17061,New York City
2021-01-10,New York,825,22201,New York City
2021-01-09,New York,873,28118,New York City
2021-01-08,New York,854,27881,New York City
2021-01-07,New York,978,26143,New York City
2021-01-06,New York,906,23741,New York City
2021-01-05,New York,826,17028,New York City
2021-01-04,New York,645,13666,New York City
2021-01-03,New York,441,11236,New York City
2021-01-02,New York,416,10376,New York City
2021-01-01,New York,744,19366,New York City
2020-12-31,New York,736,22258,New York City
2020-12-30,New York,768,21751,New York City
2020-12-29,New York,589,14412,New York City
